"id_room","title","source_id","dating_original","dating_start","dating_end","room_functions","iconclasses","iconclassses_level_0","iconclassses_level_1"
"2789","Die Hauskapelle","8337cf7c-cfbe-400a-88f3-8f63c3904770","ab 1761",,,"PRIVATE_CHAPELS",,,
"2792","Das Zimmer der Landgräfin","46dc8289-835b-4b41-918c-16807a95a943",,,,,,,
"2795","Erstes Vorzimmer","2c432af3-df5d-4c77-8e0a-dbe95f38bc90","Datierung: 1720-1731, Ausbau: ab 1736, Umbau: 1751, Zerstörung: 1943, Rekonstruktion: 1972/73",,,,"23R110","2","23"
"2798","Der Hauptsaal (Salon)","b146449f-fdf5-4e83-a209-9aa006b60bf1","1727-1727","1727","1727","MAIN_HALLS","11E541,11E544,11L51,11M33,11M44,11MM3(+0),11MM31,11MM32,11Q755,11S723,11S725,25F33(EAGLE),25F39(DOVE),44B091,44B61,44BB1,44BB17,44G0,44G312,45A20,45L311,46A18,48C510,48C901,49C12,49C121,49C122,49C123,49C124,49K10,51H42,56FF2,57A62,57A7,57BB13,71F1544,71F375,71U4,92C2,92D1916,92D222,98B(REGULUS, M.A.),98B(SCAEVOLA, C.M.)61","1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,7,7,7,9,9,9,9,9,9","11,11,11,11,11,11,11,11,11,11,11,25,25,44,44,44,44,44,44,44,45,45,45,46,48,48,49,49,49,49,49,49,51,56,57,57,57,71,71,71,92,92,92,92,98,98"
"2801","Das zweite Vorzimmer","0beb0649-12eb-4eb1-89cf-08dca8406d96","ab 1761",,,"ANTEROOMS",,,
"2804","Das Kabinett","ace0c55b-f9b9-4efd-b2b6-2ceb64cff3ca",,,,"CABINETS_ROOMS","21A,21B,21C,21D,25F23(LION),25F24(CAMEL),25F3,92B1,92B2,92B252,92C1,92C4,92D1,92D6,92H1,92H1211,92H2,92H391,92L2,92M1","2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9","21,21,21,21,25,25,25,92,92,92,92,92,92,92,92,92,92,92,92,92"
"2807","Der ehemalige Hauptsaal von Schloss Brake","e413e073-0b70-46ab-a333-c17a5f65e749","1590","1590","1590","MAIN_HALLS","71C113,71C1132,71C115,71C116,71C118,71C1181,71C1182,71C119,71C122,71C1222,71C1224,71C1242,71C1252,71C1264,71C1282,71C12841,71C131,71C1313,71C1322,71C21311,71E128","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7","71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71"
"2810","Das Audienzzimmer der Herzogin","d7056df9-3b98-4ffa-a949-6a093c23f7b7","1682-1685, 1747-1751","1682","1751","PRESENCE_CHAMBERS","94D1321","9","94"
"2813","Südöstlicher Annex-Raum","9c5db5a0-c4e6-11e9-b749-4304394980a4","1692 (Vollendung)",,,,,,
"2816","Kabinett im Erdgeschoss","064f2b8c-6a4d-49e0-851b-c59ab8eaccb4",,,,,,,
"2819","Chorapsis","27427fc2-253c-4a79-8572-36b04fdf3984",,,,"ROYAL_CHAPELS_ROOMS","24A6,24B11,25G3(+2),25I,26A,49L73,73D643","2,2,2,2,2,4,7","24,24,25,25,26,49,73"
"2822","Die ehem. Schlosskapelle (ev.)","464ee3ed-a056-4e34-bbbe-793fa740f257","1548, 1661/1662, 1667, Abbruch 1737",,,"ROYAL_CHAPELS_ROOMS",,,
"2825","Das fürstliche Speisezimmer","4e0019c3-a74e-4b1f-b04b-fdc3e918ab82",,,,,"25F24,43C11124,43C1142,43C1147","2,4,4,4","25,43,43,43"
"2828","Schlosskirche Mariä Verkündigung","e720f170-c7d8-11e9-b2e6-b34e9dc356bb","1750-1760","1750","1760",,"11B,11F232,11H(CLEMENT)","1,1,1","11,11,11"
"2831","Raum 1.8","8d961a68-d24d-4067-b576-074c5202a134","1570","1570","1570","MAIN_HALLS","11G1911,31A221,31AA221,32B331","1,3,3,3","11,31,31,32"
"2834","Die so genannte Braune Galerie","815a2d78-af4a-4986-b05c-49b5dbb465b3","1681-1685","1681","1685","CORRIDORS","48A9872,48A9879","4,4","48,48"
"2837","Treppenhaus","175ed11a-5634-444b-96e2-531d3ef6463e","1698-1700","1698","1700",,"54A44(+4),97B6","5,9","54,97"
"2840","Treppenhaus","3c7222c4-8746-4bb3-b482-7ab9813ae275","1768/69","1768","1769",,"71C3,71C31(+3),71C3121","7,7,7","71,71,71"
"2843","Erdgeschossflur zum Treppenhaus","c188bf16-f6f7-46e7-91fb-efed0dbd1475",,,,"CORRIDORS",,,
"2846","Der ehemalige Hauptsaal","7e7af262-c85b-4cb5-850a-d1771266c8ff","1645-1655","1645","1655","MAIN_HALLS",,,
"2849","Kabinett","4fadf61d-ed96-4941-b89c-88bee6c215c3",,,,"CABINETS_ROOMS",,,
"2852","Das sog. Pfälzer Schlafzimmer (Schlafzimmer)","d9b137d7-8423-4468-bc13-6d2147254cff",,,,"BEDROOMS","11R5,23R110,71H71,71P4122,92C451","1,2,7,7,9","11,23,71,71,92"
"2855","Programm und Synthese: Der Große Kurfürst als friedensstiftender ,Martis'","3eb02b65-c318-41af-acb3-371a217c282e","1680","1680","1680",,,,
"2858","Der sogenannte Waffensaal im Obergeschoss","9870ca84-e26c-43a6-bbff-ac10db1df9ae","17. Jahrhundert",,,"GALLERIES_DISPLAY_SPACES","71E3242,98B(ALEXANDER THE GREAT)5132","7,9","71,98"
"2861","Saal","72df9922-340f-42fa-b7cc-df0ef351cc57","1700-1702","1700","1702","HALLS","44BB10,94L7","4,9","44,94"
"2864","Das so genannte Grüne Zimmer","8d21fc0a-b36c-4ba2-bedb-b66df5870c60","1790","1790","1790",,,,
"2867","Der Hauptsaal (Rittersaal)","52c30be5-46d9-473f-ab51-43d973a610f5","1719-1721","1719","1721",,"21,23A1,23D,23I,23O,25B,25B1,25B2,25B3,25B4,44B111,44B610,61B2,61BB2,91B135,92B1218,92B1711,92B252,92B3731,92B423,92B57,92BB121,92C321,92C4,92D13,92D6,92E5,92E5121,92N1231,94L221,94L24,94P212,94P33,96A5","2,2,2,2,2,2,2,2,2,2,4,4,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","21,23,23,23,23,25,25,25,25,25,44,44,61,61,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,94,94,94,94,96,96"
"2870","Der Raum im zweiten Obergeschoss","d76f23af-9058-489a-b9aa-0554669ccda3","1650","1650","1650",,,,
"2873","Nordwestlicher Eckraum","d2fb256b-552c-4694-b80c-454f3b178699",,,,,"25FF231,45C13(SWORD),45C14(PIKE),46A121,46A122,46A1241,46AA122,47I2131,48A9851,48AA9831","2,4,4,4,4,4,4,4,4,4","25,45,45,46,46,46,46,47,48,48"
"2876","Festsaal des Ritterordens","f0f56864-30e2-44c0-a9b0-fd813cdca8fb","1725-1727","1725","1727","MAIN_HALLS","46A1241(...)1(+0),57A612(+11)","4,5","46,57"
"2879","Die Marmorgalerie","fd03f618-96ba-4182-826d-4aafba85946b","1745-1751","1745","1751","ANTE_HALLS,LONG_GALLERIES","11P31521,11Q621,11Q6251,11Q6252,11QQ621,25F35(COCKATOO),25F35(Parrot),25G(+32),25G21,25H11,25H212(+1),25H213,25I12,25I9,32B321,32B321(+3),32B33(COSSACKS),32B33(TATARS)(+2),32B3311(+51),32B342(+2),41A12,41A646,41C331,41C741,41D(+43),41D(+44),41D132,41D221,41D221(HENNIN),41D221(TURBAN),41D2632,41D26611,46E221,47I221,47I2213,48C149,48C161,48C1634,48C7323,49C3,61D(TIROL)","1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6","11,11,11,11,11,11,11,11,11,11,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,32,32,32,32,32,32,32,32,32,32,32,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,46,46,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,49,61,61"
"2882","Kreuzungspunkt Flur Piano nobile","aee30c4f-f7a8-48c9-a374-1a8a46ced539",,,,,"25G41,48A9875,92D1916","2,4,9","25,48,92"
"2885","Kamin","f1fd4260-cb11-11e9-99c8-4d33028b27a9","1655","1655","1655",,"71A82,71C1251,71P133","7,7,7","71,71,71"
"2888","Durchgangszimmer mit Danae, heute Danaezimmer","b457e55b-8d05-448f-af7e-6d0a0f63fc6a",,,,,"92B1217","9","92"
"2891","Vorzimmer zum Hessischen Gemach und zum Tafelzimmer","4e9681af-ad59-489f-9908-2d2fd585bfdd",,,,,,,
"2894","Treppenhaus","56d30ddd-4f9f-49ef-b3eb-cad607a2f54d","1719-1721","1719","1721","STAIRWELLS","91C1,91C1(+4)","9,9","91,91"
"2897","Speisesaal","92822e90-c5ad-11e9-893a-a37e5cdc9651","1769","1769","1769","BANQUET_HALLS",,,
"2900","Schlosskapelle","0d37a00f-fc31-4669-ad24-360f0e7bf189","1755","1755","1755","ROYAL_CHAPELS_ROOMS","11B33","1","11"
"2903","Das ehemalige sog. Falkenzimmer","09a72ca9-2b95-459b-a3cc-b4a91d336f66","1708","1708","1708",,"92C38(ARROW)","9","92"
"2906","Die Fürstenempore","5af8de75-4f04-4e46-9074-0986c75f471e","1697-1701","1697","1701",,"11L5411","1","11"
"2909","Die ehemalige Retirade","a9fa86e5-faab-4af0-bae2-3cc82de983b0","1729-1732","1729","1732","CABINETS_ROOMS,TOILET_ROOMS","23D4","2,2","23,23"
"2912","Oberes Vestibül/Gardesaal","47ecdf6d-0292-42f8-94d6-4647ee01f889","1706-1710","1706","1710","VESTIBULES","44B191,44B192,44B193,45B433,46A1241(ADLERORDEN)1,46A1241(ELEFANTENORDEN)1","4,4,4,4,4,4","44,44,44,45,46,46"
"2915","Das Turmzimmer","a724bd79-2b03-4de4-9bf8-d7c9874f93ef","1590","1590","1590","LIBRARIES_ROOMS",,,
"2918","Vogelzimmer","bd84bb8b-ce73-47f8-abc7-5ab27558aa88",,,,,"25F3","2","25"
"2921","Der Hauptsaal","f444049f-2a6f-4fd9-8df2-c55e077ffbf5","1718-1722","1718","1722","MAIN_HALLS",,,
"2924","Das ehemalige Vorzimmer","b0292481-e085-4651-9103-cc856f7e59cd","1680","1680","1680","ANTEROOMS","71V","7","71"
"2927","Vorzimmer","11e1971e-4b4f-4777-9392-e831e48ef6d6","1685/1690","1685","1690","ANTEROOMS",,,
"2930","Schreibkabinett","d7d29eb5-866c-4f8b-b4f7-aae97fd38366",,,,"CABINETS_ROOMS","92D1916","9","92"
"2933","Hauskapelle","d5287dce-11e3-42e0-a348-a4ca6d41566a",,,,"PRIVATE_CHAPELS","11I41,71C117,73D24,73D6","1,7,7,7","11,71,73,73"
"2936","Gartensaal","584d63d5-7b9c-47f1-b813-921136930679",,,,,"23O12,23O31,23O32,23O33,23O41,23O42,23O43,24C22,91B11,92B1,92B371,92B4,92B53,92C371,92C4","2,2,2,2,2,2,2,2,9,9,9,9,9,9,9","23,23,23,23,23,23,23,24,91,92,92,92,92,92,92"
"2939","Hauptsaal","b46b28df-bbf1-4616-a83f-92fce6aaf106","1796","1796","1796","MAIN_HALLS","92C1,92C2,92C4","9,9,9","92,92,92"
"2942","Schlosskapelle","58f08990-c7f3-11e9-99f3-c9e55f39fadd","1760","1760","1760","CHAPELS_ROOMS",,,
"2945","Das Marmorbad","f4d17899-5dd1-4c05-bf50-c4681e0a618a",,,,,,,
"2948","Schlafkabinett","5e091378-5121-4eaa-98bd-6644d2bde852",,,,"BEDROOMS",,,
"2951","Das Empfangszimmer","ddf643f6-d3d2-4f8a-89eb-95d17091e106",,,,,,,
"2954","Wohnzimmer","b8da863a-692c-4171-8f78-af1b096a720b",,,,,"92C455","9","92"
"2957","Der Treppenvorraum im Erdgeschoss","48a8486e-3c76-4955-95e1-2fc66feaabb6","1685-1695","1685","1695","VESTIBULES","92B171,92B222,92D22,92E19","9,9,9,9","92,92,92,92"
"2960","Der ehemalige Vorraum zum Hauptsaal im zweiten Obergeschoss","c99d4716-10ab-48da-aae9-0efa0c5c33be","1730","1730","1730","ANTEROOMS",,,
"2963","Audienzzimmer","c12dbd15-ba5d-4c9e-9955-d10b7294688e","1709","1709","1709","PRESENCE_CHAMBERS","92B17,92B371,92B47,92B57,92C173,92C37,93A211,94L7","9,9,9,9,9,9,9,9","92,92,92,92,92,92,93,94"
"2966","Das Nördliche Nebenzimmer","4659ff84-b237-409a-bd2d-9eb64075fbaa",,,,,,,
"2969","Gardereitersaal","aedc104f-35dc-47d6-b8b7-7008635c617f",,,,,,,
"2972","Das sog. Kronprinzenwohnzimmer (Roter Empiresalon)","e48ee24e-494d-4c9b-ae58-660b6e8006cf","1710-29","1710","1729",,"95A(ACHILLES)5","9","95"
"2975","Schankzimmer für Bier und Wein, heute Durchgangszimmer","d06be6d5-616f-491a-bf19-b70cee208552",,,,,"25G4(HOP),25G4(WHEAT),41C323,92D1916","2,2,4,9,9","25,25,41,92,92"
"2978","Vorderes Treppenhaus","7b5e6487-e55b-4a55-95e2-a69d94f6cf5d","1765–1766","1765","1766","STAIRWELLS","25G4111,26A,45C15(BOW),47D8(CHISEL),47D8(HAMMER),47H6,48C10,48C20,48C510,48C5152,48C5153,49D511,49L51,49LL71,49M32,49MM32,57A68,92B373,92B38,92B38(LYRE),92B57,92B58(CADUCEUS),92B58(PETASUS),92B58(WINGEDSANDALS),92D1,92D156,92D19162,92D34","2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,9,9,9,9,9,9,9,9,9,9,9,9,9","25,25,25,26,45,47,47,47,47,47,47,48,48,48,48,48,49,49,49,49,49,57,92,92,92,92,92,92,92,92,92,92,92,92,92"
"2981","Das Audienzzimmer (Rotes Gesellschaftszimmer)","40d12309-c327-403f-89c8-4bda5609a464","Umgestaltung 1749",,,"PRESENCE_CHAMBERS","11M41,11M42,11M43,11M44,43AA2,44BB1,44BB10,48C7,48C70,49C,49C0","1,1,1,1,4,4,4,4,4,4,4","11,11,11,11,43,44,44,48,48,49,49"
"2984","Das Vestibül","703dc5fa-bc1e-4c96-93a5-7f0d686e9b96","1678-1690","1678","1690","VESTIBULES","23O,23O32,23O33,23O41,23O42,23O43","2,2,2,2,2,2","23,23,23,23,23,23"
"2987","Der Chorraum","e89d656c-5182-4fdd-87d4-3f3a1adaa58e","1716","1716","1716","ROYAL_CHAPELS_ROOMS","11M3,11Q7141,73E7","1,1,7","11,11,73"
"2990","Die Kapelle im Erdgeschoss","6aab253d-6cef-474a-8be0-20c49eca8eb0","1698-1700","1698","1700","CHAPELS_ROOMS","73B25,73E1","7,7","73,73"
"2993","Vorzimmer","4ec030e8-20ab-4824-afda-8c65804f7c56",,,,"ANTEROOMS",,,
"2996","Deutscher Saal","33a009aa-666a-4e23-9f1b-077eab4f680c","1718–1719, 1723–1726","1718","1726","HALLS","25B1,25B2,25B3,25B4,44B610,48C,57A71,59B32,91B111,91B1118(SCYTHE),92B222,92B3731,92B5,92B58(CADUCEUS),92B58(PETASUS),92C3,92K1,94L,96A23","2,2,2,2,4,4,5,5,9,9,9,9,9,9,9,9,9,9,9","25,25,25,25,44,48,57,59,91,91,92,92,92,92,92,92,92,94,96"
"2999","Parzenzimmer im östlichen Seitenflügel","74bb4c19-18e0-4446-a4c5-fdc573441ec6",,,,,"92G1","9","92"
"3002","Das sogenannte Rote Gemach","985635c1-5413-4448-8a9b-92dab2bf1362","1686-1688","1686","1688","ANTEROOMS","25HH","2","25"
"3005","Aeneas-Galerie","f90072c5-3904-4f09-982d-8521ed7a83fe","um 1700","1700","1700","LONG_GALLERIES","25C12,45C1,91B2,92C152,96B66","2,4,9,9,9","25,45,91,92,96"
"3008","Die Kapelle","2a7b341a-e4f4-45cf-92ff-e0795badb1b6","1708-1710","1708","1710","ROYAL_CHAPELS_ROOMS",,,
"3011","Saal","2796b1dc-01e5-4861-a297-a814636763e8",,,,"HALLS","11G1911,25F36(PELICAN)","1,2","11,25"
"3014",".","9d952202-d922-41b0-8c4b-dbca746c449b",,,,,,,
"3017","Der Raum östlich des Saals","ed847302-2b59-4038-b9c7-611cf25a87c0","1662-1666, 1685-1700","1662","1700",,"94L69","9","94"
"3023","Das Paradeaudienzgemach","f944709a-705e-47f6-8f59-b1b81bd46859","1718/1719","1718","1719","PRESENCE_CHAMBERS","59C2(+1),94L","5,9","59,94"
"3029","Turmzimmer","f949d6e6-f52f-419b-8741-476caa333416",,,,,,,
"3032","Diele","52ba2fec-2e23-4a46-a9af-95310c54e606",,,,"CORRIDORS","46E43(ROCKET),94L8","4,9","46,94"
"3035","Der Festsaal im ersten Obergeschoss","44d1be18-0a04-4e39-b954-e1c9ab451943","1715-1716, 1717","1715","1717","HALLS","61B2(AUGUSTUS-II-THE-STRONG)1,61B2(AUGUSTUS-III-OF-POLAND)1,92C2,92D4,93F3,94L,94L71,94L8(GOLDEN-APPLES-OF-THE-HERESPIDES)","6,6,9,9,9,9,9,9","61,61,92,92,93,94,94,94"
"3038","Vorzimmer","8c7b752d-5c53-4098-80ad-b0aa6045abed","1685/1690","1685","1690","ANTEROOMS",,,
"3041","Japanisches Kabinett","085d9d4f-56b9-4795-842a-c9f248199c33","Datierung: ab 1715, Erweiterung ab: 1735,  Ausstattung: 1739",,,"CABINETS_ROOMS",,,
"3044","Das ehemalige Speisezimmer","1ace26a1-5fd9-4065-8e47-b30a8432600b",,,,,"33C2,41C51,43A2,43C92,48C72","3,4,4,4,4","33,41,43,43,48"
"3047","Der westliche Kuppelsaal","59b7bdfd-79b4-4f07-a8a1-6dd4bfcd3e90","1730-1740","1730","1740","HALLS","26A","2","26"
"3050","Ehemalige Grotte/ Kapelle","3f9dd6be-d824-4b37-bdf0-e999477deb99","1716, Umbau 1717, Umbau 1734/1739, Umgestaltung 1762",,,"ROYAL_CHAPELS_ROOMS",,,
"3053","Das Treppenhaus","d4718c57-3d53-4c8d-928f-670142ed8073","1716-1718","1716","1718","STAIRWELLS","11G,44B14,48C145,61B2(+5),61BB2(+5),92B1711,95A(PYRAMUS & THISBE)241,97AA1","1,4,4,6,6,9,9,9","11,44,48,61,61,92,95,97"
"3056","Marmorsaal","6ad4b27e-5f38-46e9-99fe-9806b89ac5ac","1720","1720","1720","MAIN_HALLS","23D42(+0),25F22,25F33(HAWK),25F36(Swan),25F711(Cicada),25G3(Laurel)(+22),25G4111,41A646,41A6712,44B191,46A1241(Order of Sincerity),49L16,92B378,92B38,92D1916,92E54","2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9","23,25,25,25,25,25,25,25,25,25,25,41,41,41,41,41,44,46,49,92,92,92,92,92,92,92,92,92,92"
"3059","Zimmer mit Justitia im westlichen Seitenflügel, heute südl. Hälfte Justitiasaal","893bf317-33f2-44d3-89fa-b0a841ea97f6",,,,,"96A5(JUSTITIA)","9","96"
"3062","Treppenhaus","86862240-c805-11e9-8a8f-6315b3a88f02","Juni bis September/Oktober 1751",,,"STAIRWELLS","23R110,23R111,23R14,92B371","2,2,2,9","23,23,23,92"
"3065","Der Ovale Saal im ersten Obergeschoss und seine verlorene Wandmalerei","53de9207-1c63-40fa-a9c0-5fb971c8d766","1788-1792","1788","1792",,,,
"3068","Empfangszimmer","ee7f3a0f-8c0e-4dd6-9a37-4501caa3b1cd",,,,,"92D1916","9","92"
"3071","Prunkkabinett","20cbb0e6-c5a1-440f-9b87-ffae7d8ccbd0",,,,"CABINETS_ROOMS",,,
"3074","Das Schlafzimmer (646)","905d11f5-d185-4c33-af95-d565456742db",,,,"BEDROOMS","25A13,25G41,25G4111,45C221,92D1916,92M,92M17","2,2,2,4,9,9,9","25,25,25,45,92,92,92"
"3077","Erstes Malereikabinett","3158b1ed-0290-472b-bc1e-9a8f1a6c6bc9","Datierung: 1750-1756, Zerstörung: 1943, Teilrekonstruktion: um 1960",,,"CABINETS_OF_CURIOSITIES_ROOMS","48C1623","4","48"
"3080","Schlosskapelle","15cca974-84cd-42a0-a133-e1b51a05e784","1773","1773","1773","ROYAL_CHAPELS_ROOMS","31E23,45H3","3,4","31,45"
"3083","Kapelle","b0f8a024-84eb-4a0e-8c94-d2c0bec3cfb5","1755–1758","1755","1758","ROYAL_CHAPELS_ROOMS","11B33,11C11,11C15,11D3,11D6(+0),11E1,11G19,11G191,11G1911,11G23(+0),11H(FLORIAN)11,11Q7155(+3),11Q73211,12E63,13A1,22C31,22C311,25F42(VIPER),25G3,25H2311,25I,25I153,26A,31EE23411,41A3211,41A361,41A421,41A7211,41A771,41A7751,41AA1,41AA11,41D263,41D2666,43A433,44D311,44G3731,45B,45C11(SPEAR),45C12(CLUB),45C13(SWORD),45C14(HALBERD),45C22,45C221,45D1,45D1(+0),45K141,45K1412,45K1413,45K1441,46C131,46C21,47D8(ROPE),47G3,47G41,47G5,48C161,48C1623,49L15,49MM32,73F22,73F2212,73F2215,73F2216,73F2222,73F2223,73F2224(+0),73F22311,73F2233,73F22334,73F22335,73F22341,73F22351,73F22371,73F22372,73F22374,73F2243,73F3563","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,22,22,22,22,22,22,22,22,22,22,22,22,25,25,25,25,25,25,25,25,25,25,26,26,26,26,31,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,44,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,46,46,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,49,49,49,49,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73"
"3086","Der Festsaal","05805d33-3193-4fa5-bda4-b3793ee3e6e3","1767-1775, 1804, 1871","1767","1775","MAIN_HALLS","11M44,20,48C10,57A73,92C271,92D1916","1,2,4,5,9,9","11,20,48,57,92,92"
"3089","Schlafgemach","8d69cb94-8cce-45e2-94a7-0fac0c9c12a4","1685/1690","1685","1690","BEDROOMS","94D132","9","94"
"3092","Treppenhaus","ee21af80-906a-41f7-b394-1ec50b4ba718",,,,,"11E541,92B371,92C371,92E169","1,9,9,9","11,92,92,92"
"3095","Schlafzimmer","55e4c184-b29b-4359-b381-c1fb81e17002",,,,"BEDROOMS",,,
"3098","Raum im Südflügel mit Malereiresten","58aea3e7-4ba8-4b20-82d0-9c39f23bf2dc",,,,,,,
"3101","Zweite Evangelische Schlosskapelle mit Deckengemälden nach Tiepolo","41f4918a-e96b-41e8-a04c-25b05367eeda","1746-1748","1746","1748",,"71,73,73C121,73D2","7,7,7,7","71,73,73,73"
"3104","Mathematisch-Physikalischer Salon","14b7fc34-e571-4da0-9339-e6614640d7cb","vor 1709",,,"GALLERIES_DISPLAY_SPACES,HALLS","12B2121,24,31A71(+2),34B231,41A541,43A4314,48A9853,48A9876,92A,92B15,92B18(EAGLE),92B181,92B4,92B5,92C18(Peacock),92C4,92C44,92D18(BOW AND ARROW),92D1916,92D1916(+8),92D19211,92D19213,92D19218,92D19219,92E548,92G5(+8),92M1,96A43(+8)","1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","12,12,24,24,31,31,34,34,41,41,43,43,48,48,48,48,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,96,96"
"3107","Innenraum Pavillon","df602801-0de2-492e-909d-08ab8742a479",,,,,"92B423,92B58,92D1916,92D3","9,9,9,9","92,92,92,92"
"3110","Der Korridor im Ostflügel","e72144ac-fb03-43be-91fd-5765d2dcfbf0","1550-1600, 1706","1550","1706",,"25F3,25FF422,34B11,43C11,48A98311,71,71A82,71H136,71V1341","2,2,3,4,4,7,7,7,7","25,25,34,43,48,71,71,71,71"
"3113","Festsaal","bc870ec8-598b-4ad6-bf83-d0420550c928",,,,"HALLS","23Q,24C1,24C12,24C13,24C14,24C17,24C19,92B371,92C371","2,2,2,2,2,2,2,9,9","23,24,24,24,24,24,24,92,92"
"3116","Festsaal","a938a441-8922-4de8-b861-c673227b0676","um 1790 - 25. Februar 1944",,,"HALLS","92C4111,92C454,92D15211,92D1916,92H1781,92H251","9,9,9,9,9,9","92,92,92,92,92,92"
"3119","Das Vorzimmer des Herzogs","bdfa5438-404b-4e77-9e58-cfd907bbd7ce","1680-1686","1680","1686",,,,
"3122","Mittelsaal","acca4253-39ed-44a0-bca5-748da9781cb4","1749","1749","1749","HALLS","23D4","2","23"
"3125","Blaues Zimmer","8dc49b16-8722-4e31-9511-62c45f26d893","um 1790 - 25. Februar 1944",,,"ANTE_HALLS","92B15,92B18,92C15,92C171,92C173,92C18,92C25,92C279,92C28","9,9,9,9,9,9,9,9,9","92,92,92,92,92,92,92,92,92"
"3128","Kabinett","d9ea072b-3f09-4201-9f1e-5e692fbe8f2b","1685/1690","1685","1690","CABINETS_ROOMS",,,
"3134","Der Hauptsaal","7543cc93-db14-4645-b69c-82c8f2a69560","1705-1715","1705","1715","MAIN_HALLS","23D41,23D42,23D43,23D44,48C1451,92B1,92B2,92B3,92B5,92C1,92C18,92C2,92C3,92C4,92C5,92D1916,92D4,92H1,92L1,92L2,92L41,92L5,92M1,92N1,93E4,94L,96B721","2,2,2,2,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","23,23,23,23,48,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,93,94,96"
"3137","Das so genannte Tafelzimmer","1c9f1016-b404-43ff-ad9a-e9cd07fdcdb9","1550-1650","1550","1650",,,,
"3140","Tischbeinzimmer","24edb0a2-ba64-4e29-ba5b-9d92f1e3a894","1763-1775","1763","1775",,,,
"3143","Der Festsaal im 2. OG","54ac94bb-220e-49fe-8d87-b55c872a2520","1742","1742","1742","HALLS","25F24(BOAR),25F26(HARE),25F33(Falcon),25F33(VULTURE),34B113,43C1147,43C11482,45A1,45A2,92B5,92C27,94P21","2,2,2,2,3,4,4,4,4,9,9,9","25,25,25,25,34,43,43,45,45,92,92,94"
"3146","Audienzzimmer","cd736990-c807-11e9-8a8f-6315b3a88f02","Juni bis September/Oktober 1751",,,"PRESENCE_CHAMBERS","23A1,23D41,23D42,23D43,23D44","2,2,2,2,2","23,23,23,23,23"
