id_room,title,source_id,dating_original,dating_start,dating_end,room_functions,iconclasses,iconclassses_level_0,iconclassses_level_1
3952,Das Treppenhaus des Landkomturs Johann Franz von Reinach,9971a1a0-a59e-46ed-9801-80c24f7e9044,"1710, um 1727",1710.0,1727.0,STAIRWELLS,"91B13661,94L321,94L327,94L331,94L33231,94L4113,95A(ICARUS)681","9,9,9,9,9,9,9","91,94,94,94,94,94,95"
3954,Das Treppenhaus zur Wohnung des Kastellans,0fc65cd4-ab0f-400b-a209-9bf5dc53ccb2,1729-1731,1729.0,1731.0,STAIRWELLS,"92I76,94L79","9,9","92,94"
3958,Der Kapellenraum,2b92ec37-1e28-4b4e-9582-c4f21abfc98a,um 1750,1750.0,1750.0,CHAPELS_ROOMS,"11Q7141,11T61,46C21,73D244,73G222","1,1,4,7,7","11,11,46,73,73"
3959,Der Saal mit Stuckdekor der vier Elemente,90c9eba9-b37b-4d0a-b452-9dee8c5614aa,um 1750,1750.0,1750.0,HALLS,"25H214,43C11","2,4","25,43"
3962,Musikzimmer,d0547bd5-519b-475e-873b-c743e111720e,"1716/1717, 1727",1716.0,1727.0,SALONS_ROOMS_FOR_ENTERTAINING,"26A,48C7324,92B379,92D1916","2,4,9,9","26,48,92,92"
3963,Saal,d38887a7-b217-46d7-abc5-449e1eac4ab6,"1716/1717, 1727",1716.0,1727.0,HALLS,"25F75(CORAL),25FF62,25H13,31A4561,41B1,45B,46C1442,92H18(TRIDENT),92I23","2,2,2,3,4,4,4,9,9","25,25,25,31,41,45,46,92,92"
3964,Das Tafelzimmer,4148abe4-8774-42f7-b137-51267fd0ba95,1727,1727.0,1727.0,MANSION_DINING_ROOMS,"11Q71441,25G21(PEACH),41C311,41C652,41C653,47I14,47I1421,92B379,92D1916,92M179","1,2,4,4,4,4,4,9,9,9","11,25,41,41,41,47,47,92,92,92"
3965,Wohnzimmer der Dame mit Flora,a00b525a-6979-4077-ad76-7c188f1bb897,1727,1727.0,1727.0,SITTING_ROOMS,"25G41,92D1916,92E547,96A237","2,9,9,9","25,92,92,96"
3966,Wohnzimmer des Herrn mit Mars,d4bfd928-0e9c-4236-a844-b810d4ff01ad,"1717, 1727",1717.0,1727.0,SITTING_ROOMS,"31A27631,92B479,92C47,92D1916","3,9,9,9","31,92,92,92"
3967,Treppenhaus,4c29fd63-922b-4614-af3d-a491b7e90253,"1716/1717, 1727",1716.0,1727.0,STAIRWELLS,"11M33,25F36(PELICAN),25G41,26A,46B3311,48C7352,59B32,59C2,92D1916","1,2,2,2,4,4,5,5,9","11,25,25,26,46,48,59,59,92"
3972,Eingangshalle,9e0aa2cd-38c9-44ee-81f6-656eb6f8fb14,1690-1700,1690.0,1700.0,MAIN_HALLS,"11G,46A122","1,1,4,4","11,11,46,46"
3972,Eingangshalle,9e0aa2cd-38c9-44ee-81f6-656eb6f8fb14,1690-1700,1690.0,1700.0,STAIRWELLS,"11G,46A122","1,1,4,4","11,11,46,46"
3973,Das so genannte Esszimmer,d0680515-f4b2-4241-a115-1cca67672c0e,1700,1700.0,1700.0,BANQUET_HALLS,"25A1420,44B112(+0),46C223","2,4,4,4","25,44,46,46"
3987,Die Eingangshalle,5a5d1e36-d347-46e8-bc37-c35428b0c30e,"1710-1720, 1760-1765",1710.0,1765.0,MAIN_HALLS,"11P31,14A,25B1,25B2,25B3,25B4,25F35(COCKATOO),25F35(Parrot),32B31,32B32,32B342,43A4321,44B1,48C143,48C145,48C72(+0),49C3,92C27,96A5(FAMA),96B661","1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9","11,11,14,14,25,25,25,25,25,25,25,25,25,25,25,25,32,32,32,32,32,32,43,43,44,44,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,49,92,92,96,96,96,96"
3987,Die Eingangshalle,5a5d1e36-d347-46e8-bc37-c35428b0c30e,"1710-1720, 1760-1765",1710.0,1765.0,STAIRWELLS,"11P31,14A,25B1,25B2,25B3,25B4,25F35(COCKATOO),25F35(Parrot),32B31,32B32,32B342,43A4321,44B1,48C143,48C145,48C72(+0),49C3,92C27,96A5(FAMA),96B661","1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9","11,11,14,14,25,25,25,25,25,25,25,25,25,25,25,25,32,32,32,32,32,32,43,43,44,44,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,49,92,92,96,96,96,96"
3988,Die Kapelle,36d7d0fe-368e-410e-8f76-f0ae3950651c,1713-1725,1713.0,1725.0,CHAPELS_ROOMS,73D2,7,73
4008,Das Erste Gästezimmer / Das Grüne Lackkabinett,68d821ba-9a31-49d9-9ecf-57010384163d,"1747/48, 1771-75",1747.0,1775.0,SITTING_ROOMS,"25G3(LAUREL),31D14","2,3","25,31"
4013,Der Jaspissaal,b003e849-7147-4a61-b91f-cc5daa13f3d0,"1747/48, 1771-1775",1747.0,1775.0,GALLERIES_DISPLAY_SPACES,"92C454,92D13,92D1916,92D3,92E5479,96A2379","9,9,9,9,9,9","92,92,92,92,92,96"
4015,Die Kapelle,0c1a423d-b064-47f2-83f5-01acc928ffde,"1725, 1769-1771",1725.0,1771.0,CHAPELS_ROOMS,"11C11,11C2,11D121(+3),11D3,11E1,11G,11H(JOHN),11H(LUKE),11H(MARK),11H(MATTHEW),11I41,11M3,11M31,11M32,11M33,11P3111,11Q71441,73A31,73A34,73A5,73A6,73E77,92D1916","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,9,9","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,73,73,73,73,73,92,92"
4031,Saal im zweiten Obergeschoss,09b5bd64-0dee-413f-8bf1-0f44f5db9260,1726,1726.0,1726.0,HALLS,"25B,44B10,73C712","2,4,7","25,44,73"
4033,Der Salon zur Linken,4eab43dc-8ad2-4d81-9b24-73090f6c699a,1745-1757,1745.0,1757.0,HALLS,"25H155,25I3,41A17,43C92,46A222,47I2112,47I223,48CC7525","2,2,4,4,4,4,4,4","25,25,41,43,46,47,47,48"
4036,Der Saal,4d7c0081-49fb-48b9-a1a2-8217a2fa864a,1764,1764.0,1764.0,SALA_TERRENA,"31D16,32B33(INDIANS)(+2),32B3311(+3),41AA3372,46C21,48C1431,48C1621,48C1623","3,3,3,4,4,4,4,4","31,32,32,41,46,48,48,48"
4037,Saal,cf6f21bd-a552-4c8c-aaf3-e33487bfcd46,1700-1720,1700.0,1720.0,MAIN_HALLS,"41A10,42E33,48C510,48C520,51H42,54A11,59B31,91E211,92B11221,92D1916,96A5(CONCORDIA),96A5(FAMA),96A5(JUSTITIA),96A5(PAX)","4,4,4,4,5,5,5,9,9,9,9,9,9,9","41,42,48,48,51,54,59,91,92,92,96,96,96,96"
4048,Empfangszimmer / Blauer Salon,bd1f2fa2-07dd-43b9-9005-f2904608bbf4,1767,1767.0,1767.0,PRESENCE_CHAMBERS,"22C4(BLUE),33C23","2,3","22,33"
4049,Speisesaal,e196576c-4335-4e7c-b185-1371bb2750a5,1767,1767.0,1767.0,BANQUET_HALLS,"23D43,23D44,25C12,25G41,25G4111,59B32,92B1,92B4,92C1,92C2,92C3,92C4,92D1916,92D7,92H1,92L41,93B,94L,96A5(FAMA)","2,2,2,2,2,5,9,9,9,9,9,9,9,9,9,9,9,9,9","23,23,25,25,25,59,92,92,92,92,92,92,92,92,92,92,93,94,96"
4050,Kabinett / Grünes Kabinett,ee3f4471-c1ab-4a19-9ab0-79b99853932f,1767,1767.0,1767.0,CABINETS_ROOMS,"25G4111,48A98311,92D1916","2,4,9","25,48,92"
4051,Der Obere Saal,81cd63d4-8566-4caa-a71e-528c386578ae,1770-1772,1770.0,1772.0,HALLS,"24,24A2,26A","2,2,2","24,24,26"
4053,Das Schlafzimmer der Gemahlin,bf73b1ec-1d28-4d95-95aa-0ac79284d1c4,1774-1775,1774.0,1775.0,BEDROOMS,48C85431(HARLEQUIN),4,48
4057,Der Galeriesaal,2798a293-3551-4012-a913-cc634face44e,1701-1702,1701.0,1702.0,LONG_GALLERIES,"25I152,25I153(+0),48C,48C10,48C20,48C520,48C530,48C70,48C901,52C5(+1),91B111,92B3,92B5,92C211,92D1916,92D4,97,98B(OVID)","2,2,4,4,4,4,4,4,4,5,9,9,9,9,9,9,9,9","25,25,48,48,48,48,48,48,48,52,91,92,92,92,92,92,97,98"
4061,Das so genannte Erste Zimmer des Nordflügels,10f0d1b9-716f-4711-b82d-ed35c8a65296,1690-1695,1690.0,1695.0,ANTEROOMS,94D132,"9,9","94,94"
4061,Das so genannte Erste Zimmer des Nordflügels,10f0d1b9-716f-4711-b82d-ed35c8a65296,1690-1695,1690.0,1695.0,VESTIBULES,94D132,"9,9","94,94"
4063,Das Opernhaus am Hauptbau,2c35d2d5-8f40-4a96-87fa-5e11b3d598cf,"1695-1697, 1715",1695.0,1715.0,THEATERS_ROOMS,"24F,26A","2,2","24,26"
4064,Die Galerie der Herzogin,3cfd5819-4ecd-4899-9824-515206b8eb36,1690-1695,1690.0,1695.0,LONG_GALLERIES,"11M33,11M41,11M42,11M44,42F0,45A20,46A170,52A23,52DD3,53A21,55C21,56BB12,56D1,57A62,57A64,57B21,71C122(+0),71C21,71C314,71F154,71F6,71H8764,71U4,73A5,73A6,73C431,73C72214,73C7223,73D132,73D6,73E31,73F22334","1,1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7","11,11,11,11,42,45,46,52,52,53,55,56,56,57,57,57,71,71,71,71,71,71,71,73,73,73,73,73,73,73,73,73"
4065,Die Schlosskapelle,5a40385e-f831-45e0-8f99-089a2394bae3,1690,1690.0,1690.0,CHAPELS_ROOMS,73E5,7,73
4066,Der Hauptsaal,9d899f52-2c95-41bd-9d11-6b0a72792d5f,1685-1690,1685.0,1690.0,BANQUET_HALLS,92K1,"9,9","92,92"
4066,Der Hauptsaal,9d899f52-2c95-41bd-9d11-6b0a72792d5f,1685-1690,1685.0,1690.0,MANSION_DINING_ROOMS,92K1,"9,9","92,92"
4067,Der Speisesaal im Nordflügel des Hauptbaus,ac621c52-b69a-4d0b-8f41-bc97b1d69483,1690-1695,1690.0,1695.0,BANQUET_HALLS,25H2130,"2,2","25,25"
4067,Der Speisesaal im Nordflügel des Hauptbaus,ac621c52-b69a-4d0b-8f41-bc97b1d69483,1690-1695,1690.0,1695.0,MANSION_DINING_ROOMS,25H2130,"2,2","25,25"
4068,Das Haupttreppenhaus,c21fa4c8-3977-4808-96c8-a8a1b0ae6e74,1685-1690,1685.0,1690.0,STAIRWELLS,92B37,9,92
4069,Das erste Vorzimmer im Raum südlich des Hauptsaals,f6391a55-c925-425f-94ac-1f4ff04661bd,1690-1695,1690.0,1695.0,ANTEROOMS,93A2,"9,9","93,93"
4069,Das erste Vorzimmer im Raum südlich des Hauptsaals,f6391a55-c925-425f-94ac-1f4ff04661bd,1690-1695,1690.0,1695.0,VESTIBULES,93A2,"9,9","93,93"
4071,Die ehemaligen Galerien,266bbec0-77a5-4924-ac1c-afa9cf96d313,1704-1710,1704.0,1710.0,LONG_GALLERIES,"41A44,41A541,41A772,44B191,48A98312,48A9863,48A9875,48A9876,48C1423,48C1426,48C161,48C1611,48C162,48C2,61F(ORANGERIE KASSEL),92B5722,92D1916,94L,94L8(CLUB)","4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,9,9,9,9","41,41,41,44,48,48,48,48,48,48,48,48,48,48,61,92,92,94,94"
4074,Ein ehemaliger Saal im östlichen Eckpavillon,ea4d6ed0-abc4-4413-960f-6e752ed71ef2,1704-1710,1704.0,1710.0,HALLS,"92B12,92B1222,92B3731,92D421,92D422,92D423,92D424,92D425,92D426,92D427,92D428,92D429,93D1","9,9,9,9,9,9,9,9,9,9,9,9,9","92,92,92,92,92,92,92,92,92,92,92,92,93"
4076,Vorkammer (Erste Hautelisse-Kammer),a70db0f1-9802-487c-934f-b35ee023f0e2,"1699, 1963, 1974",1699.0,1699.0,ANTEROOMS,"25F36(Swan),25H112,31B1,92B3731,92D1,92D18(BOW),92D1916,92D3,93D1","2,2,3,9,9,9,9,9,9","25,25,31,92,92,92,92,92,93"
4078,Gläserne Schlafgemach,d6015a86-82fe-4487-ac95-a80a00a41472,"1699, 1959, 1973",1699.0,1699.0,ANTEROOMS,"25F39(DOVE),31B1,41AA11,92B1,92B18(EAGLE),92B18(THUNDERBOLT),92B3,92B38(LYRE),92B4,92C1,92C2,92C4,92D1,92D18(BOW)","2,2,3,3,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","25,25,31,31,41,41,41,41,41,41,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92"
4078,Gläserne Schlafgemach,d6015a86-82fe-4487-ac95-a80a00a41472,"1699, 1959, 1973",1699.0,1699.0,BEDROOMS,"25F39(DOVE),31B1,41AA11,92B1,92B18(EAGLE),92B18(THUNDERBOLT),92B3,92B38(LYRE),92B4,92C1,92C2,92C4,92D1,92D18(BOW)","2,2,3,3,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","25,25,31,31,41,41,41,41,41,41,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92"
4083,Goldenes Kabinett,9a777548-4560-42d5-9839-be0872f8ae9c,1702-1704,1702.0,1704.0,CABINETS_ROOMS,"48A9879,48C10,48C510,48C70,48C901,92B38(...)(+0),92B38(LYRE),92D1916","4,4,4,4,4,9,9,9","48,48,48,48,48,92,92,92"
4085,Kapelle,15a8a039-a8af-4dbe-a5f1-2ca7ed633d60,1704-1706,1704.0,1706.0,PRIVATE_CHAPELS,"11C15,11G21,11G25,23A2,73E795,92D1916,96A5(FAMA)","1,1,1,2,7,9,9","11,11,11,23,73,92,96"
4087,Arbeitszimmer,6043f21b-20d9-4f77-9e96-7f55fd1c6e0c,"1706, 1943",1706.0,1706.0,COUNTING_ROOMS,"23H4,23O,23O(+0),24,25A13,25G21,31AA2312,31D12,41A7751,41B1,41B32(+1),43C1141,43C1144,43C1147,43C512,43C9,48A9872,48A9879,48C161,48C1634,48C165,48C7323,48C7342,48C735,48C74,48C75,49C3,49D333(+0),49MM32,92B11221,92C371,92D1916,92D19163,92L18(THYRSUS),92M18(SICKLE),92M2,94N,96A11,96A238,98B(PYTHAGORAS)(+0)","2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9","23,23,23,24,25,25,31,31,31,41,41,41,43,43,43,43,43,48,48,48,48,48,48,48,48,48,48,49,49,49,92,92,92,92,92,92,92,92,92,92,94,96,96,98"
4089,Porzellankabinett,9370b97b-a20a-4d7f-a7ad-df0491699877,1702-1706,1702.0,1706.0,CABINETS_ROOMS,"23D4,23H4,23O(+0),24A7,25B1,25B2,25B3,25B4,25F22,25F24(STAG),41A541,43C1147,46A122(...)4,48A9875,91B111,92B3,92D1916,96A43","2,2,2,2,2,2,2,2,2,2,4,4,4,4,9,9,9,9","23,23,23,24,25,25,25,25,25,25,41,43,46,48,91,92,92,96"
4090,Schlafzimmer,a35a3ae6-bc42-4500-8bde-c30b40b078cf,1702-1706,1702.0,1706.0,BEDROOMS,"23O,48A9872,48A9879","2,4,4","23,48,48"
4092,Audienzkammer,eda57e53-7dda-4b9e-aa6c-1d0d9c69d435,1702-1706,1702.0,1706.0,PRESENCE_CHAMBERS,"23U22,24A2,26A,31A2226(+0),41C326,44B191(+0),46C2822,48C10,48C1423(+0),48C15,48C20,48C25,48C510,48C5151,48C5152,48C70,48C73,48C90111,48C9012,49D5111,49E10,49E220,49E2513,49MM32,92C2,92C28,92D1916,92D4,92I76,93D1","2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9","23,24,26,31,41,44,46,48,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49,92,92,92,92,92,92,92,92,93"
4100,Das Treppenhaus (Raum 66/181),a6a29275-b17d-4cb7-9356-7d546c1e1612,1746-1748,1746.0,1748.0,STAIRWELLS,"25A13,43A433,45A20,48C7351,49D5111,49D5112,49M32,55B1,59B32,92B11221,92C27,92D1916","2,4,4,4,4,4,4,5,5,9,9,9","25,43,45,48,49,49,49,55,59,92,92,92"
4107,Der Festsaal,5386362a-7e3f-4441-9fb5-161db3ed9e82,"1755-56, 1771-80, 1850",1755.0,1780.0,HALLS,"11R1(+0),20(+0),22C31,23U22,25G4111,41D2211,61B2(...)11,92B375,92B38(LYRE),92D1916,92D4,94L71,94L8(LIONS SKIN)","1,2,2,2,2,4,6,9,9,9,9,9,9","11,20,22,23,25,41,61,92,92,92,92,94,94"
4142,Die Bibliothek,d2c2f6c6-d1ee-4cd1-8684-af42192ce6af,1764,1764.0,1764.0,LIBRARIES_ROOMS,"25I13,43B42,92B17,92B37,92D1,94L7,98C(CLEOPATRA)6","2,4,9,9,9,9,9","25,43,92,92,92,94,98"
4145,Das westliche Alkovenkabinett,b6a873c9-ef0c-441a-ad8d-fb89742e38e9,1752-1754,1752.0,1754.0,CABINETS_ROOMS,"32B3311,41A6711,48A98","3,4,4","32,41,48"
4146,Das östliche Alkovenkabinett,d476796d-cdb0-4830-af50-533e19723cb0,1752-1754,1752.0,1754.0,BEDROOMS,"25F3,41A6711,41A774,48A98,48A9879,92D1916","2,2,4,4,4,4,4,4,4,4,9,9","25,25,41,41,41,41,48,48,48,48,92,92"
4146,Das östliche Alkovenkabinett,d476796d-cdb0-4830-af50-533e19723cb0,1752-1754,1752.0,1754.0,CABINETS_ROOMS,"25F3,41A6711,41A774,48A98,48A9879,92D1916","2,2,4,4,4,4,4,4,4,4,9,9","25,25,41,41,41,41,48,48,48,48,92,92"
4148,Das sog. Nischenzimmer,f190ccc8-5408-4957-9883-14b8556e4243,1752-1754,1752.0,1754.0,CABINETS_ROOMS,"23R14,43C11,92D1916","2,4,9","23,43,92"
4155,Das Haupttreppenhaus,03ec7890-0c8a-43d7-b24f-ec10df38e844,1740-1760,1740.0,1760.0,STAIRWELLS,"11E542,11M2,11N1,11N32,11N35,23U22,48C10,48C20,48C510,53C11,54A2,55C21,57A71,57A73,91B1117,92B47,92C27,92C47,92D3,92D421,96A5(VIRTUS)","1,1,1,1,1,2,4,4,4,5,5,5,5,5,9,9,9,9,9,9,9","11,11,11,11,11,23,48,48,48,53,54,55,57,57,91,92,92,92,92,92,96"
4157,Das Oratorium in der Orangerie an der Schlosskirche,2c10bda2-9b03-4b0b-9628-a0d12fd62ed3,1735-1745,1735.0,1745.0,PRIVATE_CHAPELS,"11H,48C14","1,4","11,48"
4159,Der Speise- oder Musiksaal,41101c9f-bcfd-4258-b38f-ed483a49b1b5,1745-1755,1745.0,1755.0,BANQUET_HALLS,"91B1117,92B37,92B371,92B3731,92D1916,92D421,92D422,92D423,92D424,92D425,92D426,92D427,92D428,92D429,92E178,96A5(FAMA)","9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,96"
4160,Der Gardesaal,7d6f8af1-910f-46aa-82d8-50f432e58514,1745-1755,1745.0,1755.0,ANTE_HALLS,"11E541,11E543,12U(...)17,25B,25B1,25B2,25B3,25B4,45B52,57A68,92B57,96A5(FAMA),96A5(JUSTITIA),96B721","1,1,1,2,2,2,2,2,4,5,9,9,9,9","11,11,12,25,25,25,25,25,45,57,92,96,96,96"
4162,Die Nepomukkapelle,12066399-fe2a-40d4-a8f9-ad05f3090b18,1747-1750,1747.0,1750.0,ROYAL_CHAPELS_ROOMS,43A4321,4,43
4168,Die Heilig-Geist-Kapelle im Sommerappartement,9ede9153-3c6e-4255-8e50-ceeac8cdc6d0,1750-1755,1750.0,1755.0,PRIVATE_CHAPELS,"11C,11G2,11G25","1,1,1","11,11,11"
4170,Das Haupttreppenhaus,66c4d7eb-af87-43c1-8bf5-8b58bdbbbfd6,1699,1699.0,1699.0,STAIRWELLS,"23D4,31A331,34B11,41A541,41A6711,43C1(+0),92B39117,92D1916","2,3,3,4,4,4,9,9","23,31,34,41,41,43,92,92"
4172,Das Grüne Kabinett,d92543b4-d4af-4431-9e72-2f1a16e94e9a,1695-1705,1695.0,1705.0,CABINETS_ROOMS,"92L1,92L19(+0)","9,9","92,92"
4177,Die Rats- und Waisenstube,827ec138-ad34-4f00-9eb8-6a1559586f8b,1712-13,1712.0,1713.0,COUNCIL_CHAMBERS,"11M44,24A1,25G21,26A,43A433,44BB191,45C13(SWORD),46B3311,92B11221,92D1916","1,2,2,2,4,4,4,4,9,9","11,24,25,26,43,44,45,46,92,92"
4180,Die Eingangshalle,2a5722d4-d780-4f2c-8ffd-281d6ea2c780,1693-1698,1693.0,1698.0,ANTEROOMS,"11HH(MARY MAGDALENE)36,71M12,73A18","1,7,7","11,71,73"
4192,Das nordwestliche Kabinett,026cb02b-f98d-4afc-b5a4-68963180ea72,1754-1756,1754.0,1756.0,CABINETS_ROOMS,"25G41(SUNFLOWER),48A9875","2,4","25,48"
4195,Der Saal,1de73333-a443-48be-a570-f54223633fd5,1754-1756,1754.0,1756.0,HALLS,"12H13(BUDDHA)(+0),24,25F22,25F35(Parrot),25F35(Peacock),25G4111,32B3311,32B3311(+3),41A541,41A646,41C653,48A9863,48C168(OCULUS),48C72","1,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4","12,24,25,25,25,25,25,25,25,25,25,32,32,41,41,41,48,48,48"
4198,Das nordöstliche Kabinett,eff3b624-307f-4ce6-9a4a-f938fa84416e,1754-1756,1754.0,1756.0,CABINETS_ROOMS,"25G41(Rose),48A9875","2,4","25,48"
4199,Das so genannte Pogwischzimmer,f3d118f1-bfd9-4991-9f69-122f10d810db,"1646, 1725",1646.0,1725.0,HALLS,"41A541,41A646,41A6711,48C1611","4,4,4,4","41,41,41,48"
4206,Der Hauptsaal,3622c61a-a9b4-441b-954c-b782a2b9568a,1669-1671,1669.0,1671.0,MAIN_HALLS,"23D4,41A3911,41A6,44A1,48A9875,48C72,61BB2(FRIEDERIKE AMALIE VON DAENEMARK)11,92B1,92B3,92B4,92C1,92C2,92C3,92C38(HIRSCHKUH),92C4,92D1,92D1916,92D19161,92D4,92L1791,92L41,92M1,93A2,96A23","2,4,4,4,4,4,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","23,41,41,44,48,48,61,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,93,96"
4207,"Das obere Vestibül, der so genannte Florasaal",3a043362-3054-4532-9722-79a33a5b9e99,1749-1751,1749.0,1751.0,VESTIBULES,"22C1,24B1,24B3,24C191,24D1,25F36(SWAN)(+342),25F37(IBIS),25F711(BUTTERFLY)(+342),25G41(Rose),26A,31A533(APOLLINISCHER HAARKNOTEN),34B232,41A6711(+0),41C762,43A433,45C15(BOW),45C22,47D8(CHISEL),48B121,48C10,48C20,48C24(+0),48C25(MEISSEL),48C510,48C514(+66),48C5151,48C5152,48C5153,48C70,48C7321,48C7323,48C7351,48C74,48C90,48C901,49C113,49C122,49D4,49D40,49D51,49G0,49L5,49L52,49L645,49M32,92B3,92B38(LYRE),92B4,92B48(RUESTUNG),92C3,92C38(BOGEN),92C38(MONDSICHEL),92C4,92D1,92D18(BOW AND ARROW),92D18(QUIVER),92H1,92H18(TRIDENT),96A2378","2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9","22,24,24,24,24,25,25,25,25,26,31,34,41,41,43,45,45,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,49,49,49,49,49,92,92,92,92,92,92,92,92,92,92,92,92,92,96"
4215,Das Schlafzimmer und seine Wandmalereireste,494619eb-f456-43eb-af62-aa417410a410,"1675-1680, 1720-1725",1675.0,1725.0,BEDROOMS,23D43,2,23
4217,Das Betkabinett mit Altarbereich,af19c15b-c1ad-46cf-8691-4584eb1d8178,1695-1715,1695.0,1715.0,PRIVATE_CHAPELS,"11G,11G21,11HH(FAITH),49L71,49L73,57A62","1,1,1,4,4,5","11,11,11,49,49,57"
4220,Das Münzkabinett,ffba6493-0237-4790-861e-8c8b20b7a55a,1712-1713,1712.0,1713.0,GALLERIES_DISPLAY_SPACES,"25B1,25B2,25B3,25B4","2,2,2,2","25,25,25,25"
4234,Herrenzimmer / Decke,778cac90-695e-4f5b-bc5b-33758a5f969a,1700-1705,1700.0,1705.0,HALLS,"25G3(LAUREL)(+1),45C2,45C221,92B491(+8),92D1916","2,4,4,9,9","25,45,45,92,92"
4265,Treppenhaus,6d29c022-cc1a-42bb-b895-a4edf96edb37,1759,1759.0,1759.0,STAIRWELLS,96A5(FIDES),9,96
4269,Der Gartensaal,8c74c93a-64ba-458e-95eb-88d87be0ae8c,1750–52,1750.0,1752.0,HALLS,"24F,41A541,48C1623,5(+2)","2,4,4,5","24,41,48,5(+2)"
4271,Der ehem. Theatersaal (Opernhaus),8736d44b-9dc9-432c-b59c-fb839ba61fff,1600-1700,1600.0,1700.0,THEATERS_ROOMS,"31A27631,41A44,41A541,48A9875,91B111,92A,92B1,92B1711,92B5,92C1,92C2,92C3,92C4,92D1916,92H1,94L","3,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9","31,41,41,48,91,92,92,92,92,92,92,92,92,92,92,94"
4286,Theatersalon,1d3ee865-e44e-4eb7-b503-b1bbe3d6f8d5,1738/1739,1738.0,1739.0,THEATERS_ROOMS,"25F34,25G41(POPPY)(+23),26A,31BB11,41A761,41A7632,41B34,44B191,46B311,48A9875,49LL71,92B11221,92D1916,92N6(+7)","2,2,2,3,4,4,4,4,4,4,4,9,9,9","25,25,26,31,41,41,41,44,46,48,49,92,92,92"
4293,Das Römische Zimmer auf Schloss Ballenstedt,7e95726a-416d-4134-9ce1-da8ca0c9a18c,1766-1773,1766.0,1773.0,PRESENCE_CHAMBERS,"48C149,61E(ROMA),61F(PORTA MAGGIORE),61F(SEPOLCRO DI CECILIA METELLA),61F(TEMPIO DELLA SIBILLA)","4,6,6,6,6","48,61,61,61,61"
4315,Die Kleine Galerie,0037183d-faf7-4df8-a8b6-c5b3d658b1df,1745-1747,1745.0,1747.0,LONG_GALLERIES,"25G41,25I9,35,41A7751,48C24,92C3","2,2,2,2,2,3,3,4,4,4,4,9","25,25,25,25,25,35,35,41,41,41,48,92"
4316,Das Audienz- und Speisezimmer,0ed7da70-7876-41c7-93d6-d89599fbe0ac,1745-1747,1745.0,1747.0,DINING_ROOMS,"25G41,26B3,33C215,41A773,92D1916,96A43","2,2,2,2,3,3,4,4,9,9,9,9","25,25,26,26,33,33,41,41,92,92,96,96"
4316,Das Audienz- und Speisezimmer,0ed7da70-7876-41c7-93d6-d89599fbe0ac,1745-1747,1745.0,1747.0,PRESENCE_CHAMBERS,"25G41,26B3,33C215,41A773,92D1916,96A43","2,2,2,2,3,3,4,4,9,9,9,9","25,25,26,26,33,33,41,41,92,92,96,96"
